,kecamatan,kelurahan,latitude,longitude,status,total
26368,SAMARINDA UTARA,SEMPAJA UTARA,-0.398603,117.15102,0,9
26369,SAMARINDA UTARA,SEMPAJA UTARA,-0.412362,117.146385,1,11
26370,SAMARINDA UTARA,SEMPAJA UTARA,-0.3997,117.150898,0,9
26371,SAMARINDA UTARA,SEMPAJA UTARA,-0.382314,117.148853,0,9
26372,SAMARINDA UTARA,SEMPAJA UTARA,-0.38686,117.147854,1,11
26373,SAMARINDA UTARA,SEMPAJA UTARA,-0.40248,117.150445,1,11
26374,SAMARINDA UTARA,SEMPAJA UTARA,-0.4359724,117.1457985,0,9
26375,SAMARINDA UTARA,SEMPAJA UTARA,-0.4357026,117.1463898,0,10
26376,SAMARINDA UTARA,SEMPAJA UTARA,-0.435803,117.1456135,1,12
26377,SAMARINDA UTARA,SEMPAJA UTARA,-0.436858,117.1476967,0,9
26378,SAMARINDA UTARA,SEMPAJA UTARA,-0.43674,117.1458849,0,9
26379,SAMARINDA UTARA,SEMPAJA UTARA,-0.4356692,117.1480681,1,13
26380,SAMARINDA UTARA,SEMPAJA UTARA,-0.4368699,117.1475386,1,12
26381,SAMARINDA UTARA,SEMPAJA UTARA,-0.4298087,117.149297,0,7
26382,SAMARINDA UTARA,SEMPAJA UTARA,-0.4361765,117.1458145,0,10
26383,SAMARINDA UTARA,SEMPAJA UTARA,-0.4345051,117.1456464,0,6
26384,SAMARINDA UTARA,SEMPAJA UTARA,-0.4376455,117.1440114,0,9
26385,SAMARINDA UTARA,SEMPAJA UTARA,-0.4365919,117.1504287,0,9
26386,SAMARINDA UTARA,SEMPAJA UTARA,-0.4375007,117.1394234,1,11
26387,SAMARINDA UTARA,SEMPAJA UTARA,-0.4367986,117.1512413,0,9
26388,SAMARINDA UTARA,SEMPAJA UTARA,-0.4390559,117.1415694,0,9
26389,SAMARINDA UTARA,SEMPAJA UTARA,-0.438278,117.1419571,0,10
26390,SAMARINDA UTARA,SEMPAJA UTARA,-0.4350938,117.1403207,0,10
26391,SAMARINDA UTARA,SEMPAJA UTARA,-0.4364139,117.1404079,1,12
26392,SAMARINDA UTARA,SEMPAJA UTARA,-0.4361371,117.1401809,1,11
26393,SAMARINDA UTARA,SEMPAJA UTARA,-0.4369816,117.1402246,1,12
26394,SAMARINDA UTARA,SEMPAJA UTARA,-0.4372726,117.1397902,1,13
26395,SAMARINDA UTARA,SEMPAJA UTARA,-0.4351872,117.1389762,1,13
26396,SAMARINDA UTARA,SEMPAJA UTARA,-0.4376221,117.1394347,1,11
26397,SAMARINDA UTARA,SEMPAJA UTARA,-0.3968894,117.1699527,1,12
26398,SAMARINDA UTARA,SEMPAJA UTARA,-0.3953887,117.1691026,1,12
26399,SAMARINDA UTARA,SEMPAJA UTARA,-0.3973539,117.1663714,0,5
26400,SAMARINDA UTARA,SEMPAJA UTARA,-0.3969354,117.1683251,0,8
26401,SAMARINDA UTARA,SEMPAJA UTARA,-0.3985163,117.1672892,0,9
26402,SAMARINDA UTARA,SEMPAJA UTARA,-0.337365,117.180733,1,16
26403,SAMARINDA UTARA,SEMPAJA UTARA,-0.321505,117.160852,1,12
26404,SAMARINDA UTARA,SEMPAJA UTARA,-0.350439,117.178843,1,13
26405,SAMARINDA UTARA,SEMPAJA UTARA,-0.345963,117.185722,1,12
26406,SAMARINDA UTARA,SEMPAJA UTARA,-0.325654,117.188846,1,13
26407,SAMARINDA UTARA,SEMPAJA UTARA,-0.323441,117.192959,1,15
26408,SAMARINDA UTARA,SEMPAJA UTARA,-0.323689,117.188704,1,13
26409,SAMARINDA UTARA,SEMPAJA UTARA,-0.4120193,117.1706356,0,10
26410,SAMARINDA UTARA,SEMPAJA UTARA,-0.4079204,117.1666615,1,12
26411,SAMARINDA UTARA,SEMPAJA UTARA,-0.4802108,117.1613185,0,9
26412,SAMARINDA UTARA,SEMPAJA UTARA,-0.3860291,117.1729015,1,12
26413,SAMARINDA UTARA,SEMPAJA UTARA,-0.388744,117.172435,1,11
26414,SAMARINDA UTARA,SEMPAJA UTARA,-0.3874897,117.1723243,1,11
26415,SAMARINDA UTARA,SEMPAJA UTARA,-0.384592,117.171743,1,12
26416,SAMARINDA UTARA,SEMPAJA UTARA,-0.4368783,117.1477146,1,11
26417,SAMARINDA UTARA,SEMPAJA UTARA,-0.4374334,117.1484289,0,10
26418,SAMARINDA UTARA,SEMPAJA UTARA,-0.4343016,117.1523366,0,8
26419,SAMARINDA UTARA,SEMPAJA UTARA,-0.4337152,117.1516578,1,11
26420,SAMARINDA UTARA,SEMPAJA UTARA,-0.386648,117.148522,0,8
26421,SAMARINDA UTARA,SEMPAJA UTARA,-0.436023,117.1519334,0,7
26422,SAMARINDA UTARA,SEMPAJA UTARA,-0.436028,117.152403,0,10
26423,Samarinda Utara,SEMPAJA TIMUR,-0.4415504,117.1583481,1,11
26424,SAMARINDA UTARA,SEMPAJA UTARA,-0.438525,117.1515767,1,12
26425,SAMARINDA UTARA,SEMPAJA UTARA,-0.4170375,117.1623129,0,9
26426,SAMARINDA UTARA,SEMPAJA UTARA,-0.4344647,117.1530862,0,8
26427,SAMARINDA UTARA,SEMPAJA UTARA,-0.4045711,117.1616616,0,10
26428,SAMARINDA UTARA,SEMPAJA UTARA,-0.4368791,117.1495409,1,12
26429,SAMARINDA UTARA,SEMPAJA UTARA,-0.4367064,117.1489315,1,12
26430,SAMARINDA UTARA,SEMPAJA UTARA,-0.4364422,117.1491752,0,8
26431,SAMARINDA UTARA,SEMPAJA UTARA,-0.4375834,117.1504477,0,10
26432,SAMARINDA UTARA,SEMPAJA UTARA,-0.4370192,117.1510237,0,10
26433,Sambutan,SAMBUTAN,-0.536099,117.150878,1,12
26434,SAMARINDA UTARA,SEMPAJA UTARA,-0.361648,117.143264,1,17
26435,SAMARINDA UTARA,SEMPAJA UTARA,-0.4796428,117.1386369,1,14
26436,SAMARINDA UTARA,SEMPAJA UTARA,-0.3930308,117.1705034,1,12
26437,SAMARINDA UTARA,SEMPAJA UTARA,-0.3938528,117.1707422,1,12
26438,SAMARINDA UTARA,SEMPAJA UTARA,-0.3937536,117.1708276,0,10
26439,SAMARINDA UTARA,SEMPAJA UTARA,-0.3896979,117.1678073,1,12
26440,SAMARINDA UTARA,SEMPAJA UTARA,-0.3939216,117.1703374,1,11
26441,SAMARINDA UTARA,SEMPAJA UTARA,-0.3937208,117.1720382,0,10
26442,SAMARINDA UTARA,SEMPAJA UTARA,-0.3913146,117.1691757,1,11
26443,SAMARINDA UTARA,SEMPAJA UTARA,-0.392306,117.168438,1,13
26444,SAMARINDA UTARA,SEMPAJA UTARA,-0.3936216,117.1706007,0,9
26445,SAMARINDA UTARA,SEMPAJA UTARA,-0.389508,117.1677345,1,13
26446,SAMARINDA UTARA,SEMPAJA UTARA,-0.3876252,117.1648413,1,11
26447,SAMARINDA UTARA,SEMPAJA UTARA,-0.3917843,117.1754439,0,10
26448,SAMARINDA UTARA,SEMPAJA UTARA,-0.520899,117.14852,1,13
26449,SAMARINDA UTARA,SEMPAJA UTARA,-0.3947459,117.1715388,1,12
26450,SAMARINDA UTARA,SEMPAJA UTARA,-0.3936426,117.1713285,1,11
26451,SAMARINDA UTARA,SEMPAJA UTARA,-0.3938944,117.1709219,1,11
26452,SAMARINDA UTARA,SEMPAJA UTARA,-0.3935725,117.171289,0,9
26453,SAMARINDA UTARA,SEMPAJA UTARA,-0.395811,117.1715646,1,12
26454,SAMARINDA UTARA,SEMPAJA UTARA,-0.3957943,117.1714837,1,11
26455,SAMARINDA UTARA,SEMPAJA UTARA,-0.392155,117.168972,1,12
26456,SAMARINDA UTARA,SEMPAJA UTARA,-0.3904863,117.1685105,0,4
26457,SAMARINDA UTARA,SEMPAJA UTARA,-0.3954452,117.1739937,0,6
26458,SAMARINDA UTARA,SEMPAJA UTARA,-0.4003127,117.1732385,0,6
26459,SAMARINDA UTARA,SEMPAJA UTARA,-0.4285366,117.1627951,0,6
26460,SAMARINDA UTARA,SEMPAJA UTARA,-0.4374517,117.1531157,1,12
26461,SAMARINDA UTARA,SEMPAJA UTARA,-0.4238157,117.1536909,0,4
26462,SAMARINDA UTARA,SEMPAJA UTARA,-0.4124577,117.1641635,0,10
26463,SAMARINDA UTARA,SEMPAJA UTARA,-0.4374954,117.1536478,1,12
26464,SAMARINDA UTARA,SEMPAJA UTARA,-0.4356472,117.1546758,0,9
26465,SAMARINDA UTARA,SEMPAJA UTARA,-0.4119144,117.1629884,0,6
26466,SAMARINDA UTARA,SEMPAJA UTARA,-0.4098672,117.164618,1,12
26467,SAMARINDA UTARA,SEMPAJA UTARA,-0.4049091,117.1704889,1,11
26468,SAMARINDA UTARA,SEMPAJA UTARA,-0.387662,117.164694,1,13
26469,SAMARINDA UTARA,SEMPAJA UTARA,-0.3839033,117.1650484,1,14
26470,SAMARINDA UTARA,SEMPAJA UTARA,-0.4310428,117.1477687,0,7
26471,SAMARINDA UTARA,SEMPAJA UTARA,-0.3875334,117.1648046,0,9
26472,SAMARINDA UTARA,SEMPAJA UTARA,-0.388887,117.171587,1,11
26473,SAMARINDA UTARA,SEMPAJA UTARA,-0.4357658,117.1485811,1,12
26474,SAMARINDA UTARA,SEMPAJA UTARA,-0.38887,117.17164,1,12
26475,Samarinda Utara,LEMPAKE,-0.4406968,117.2032026,1,15
26476,Loa Janan Ilir,RAPAK DALAM,-0.546811,117.126111,1,11
26477,SAMARINDA UTARA,SEMPAJA UTARA,-0.383541,117.148559,0,10
26478,Sungai Pinang,MUGIREJO,-0.477322,117.185401,0,8
26479,SAMARINDA UTARA,SEMPAJA UTARA,-0.5211145,117.1482861,0,10
26480,SAMARINDA UTARA,SEMPAJA UTARA,-0.39568,117.171101,1,12
26481,SAMARINDA UTARA,SEMPAJA UTARA,-0.4309625,117.1488934,0,7
26482,SAMARINDA UTARA,SEMPAJA UTARA,-0.3947302,117.1709371,1,13
26483,SAMARINDA UTARA,SEMPAJA UTARA,-0.382353,117.148989,0,8
26484,SAMARINDA UTARA,SEMPAJA UTARA,-0.37771,117.148508,0,8
26485,SAMARINDA UTARA,SEMPAJA UTARA,-0.394043,117.150591,1,11
26486,SAMARINDA UTARA,SEMPAJA UTARA,-0.43426,117.1494417,0,9
26487,SAMARINDA UTARA,SEMPAJA UTARA,-0.40494,117.149763,0,7
26488,SAMARINDA UTARA,SEMPAJA UTARA,-0.4032907,117.1507178,1,13
26489,SAMARINDA UTARA,SEMPAJA UTARA,-0.403878,117.150299,1,11
26490,SAMARINDA UTARA,SEMPAJA UTARA,-0.375297,117.177734,1,12
26491,SAMARINDA UTARA,SEMPAJA UTARA,-0.4356671,117.1480728,0,7
26492,SAMARINDA UTARA,SEMPAJA UTARA,-0.4357581,117.1455599,0,7
26493,SAMARINDA UTARA,SEMPAJA UTARA,-0.4350556,117.1422812,1,11
26494,SAMARINDA UTARA,SEMPAJA UTARA,-0.4303069,117.1370892,1,12
26495,SAMARINDA UTARA,SEMPAJA UTARA,-0.4303747,117.1659625,0,10
26496,SAMARINDA UTARA,SEMPAJA UTARA,-0.3969228,117.1681861,0,9
26497,SAMARINDA UTARA,SEMPAJA UTARA,-0.396517,117.1676934,0,9
26498,SAMARINDA UTARA,SEMPAJA UTARA,-0.345414,117.183024,1,14
26499,SAMARINDA UTARA,SEMPAJA UTARA,-0.4377299,117.1485273,1,11
26500,SAMARINDA UTARA,SEMPAJA UTARA,-0.436031,117.152074,1,12
26501,SAMARINDA UTARA,SEMPAJA UTARA,-0.4358921,117.1526948,0,7
26502,SAMARINDA UTARA,SEMPAJA UTARA,-0.4366913,117.1491298,1,14
26503,SAMARINDA UTARA,SEMPAJA UTARA,-0.3935667,117.1704069,1,11
26504,SAMARINDA UTARA,SEMPAJA UTARA,-0.3924861,117.1692214,1,14
26505,SAMARINDA UTARA,SEMPAJA UTARA,-0.41403,117.1614732,0,6
26506,SAMARINDA UTARA,SEMPAJA UTARA,-0.3945198,117.1714308,0,10
26507,SAMARINDA UTARA,SEMPAJA UTARA,-0.3953062,117.171068,0,7
26508,SAMARINDA UTARA,SEMPAJA UTARA,-0.3964473,117.1720156,1,11
26509,SAMARINDA UTARA,SEMPAJA UTARA,-0.412261,117.163327,1,11
26510,SAMARINDA UTARA,SEMPAJA UTARA,-0.4124437,117.1631973,1,14
26511,SAMARINDA UTARA,SEMPAJA UTARA,-0.4182479,117.159564,0,10
26512,SAMARINDA UTARA,SEMPAJA UTARA,-0.4240252,117.1651097,0,8
26513,SAMARINDA UTARA,SEMPAJA UTARA,-0.4391332,117.1488413,0,9
26514,SAMARINDA UTARA,SEMPAJA UTARA,-0.4488318,117.1547396,0,9
26515,SAMARINDA UTARA,SEMPAJA UTARA,-0.3769363,117.2301057,1,13
26516,SAMARINDA UTARA,SEMPAJA UTARA,-0.392881,117.175526,0,9
26517,SAMARINDA UTARA,SEMPAJA UTARA,-0.4307069,117.1489094,0,6
26518,SAMARINDA UTARA,SEMPAJA UTARA,-0.4337568,117.1488335,0,7
26519,SAMARINDA UTARA,SEMPAJA TIMUR,-0.420405,117.167995,1,11
26520,SAMARINDA UTARA,SEMPAJA TIMUR,-0.440588,117.155666,0,10
26521,SAMARINDA UTARA,SEMPAJA TIMUR,-0.428876,117.163053,1,11
26522,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4314124,117.1831515,1,12
26523,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4402158,117.1611917,0,10
26524,SAMARINDA UTARA,SEMPAJA TIMUR,-0.446695,117.160521,1,11
26525,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4476964,117.1552228,1,13
26526,SAMARINDA UTARA,SEMPAJA TIMUR,-0.426258,117.164132,0,9
26527,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4311915,117.1602217,0,7
26528,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4238405,117.1649057,1,12
26529,SAMARINDA UTARA,SEMPAJA TIMUR,-0.422879,117.167518,1,11
26530,SAMARINDA UTARA,SEMPAJA TIMUR,-0.425015,117.164819,0,9
26531,SAMARINDA UTARA,SEMPAJA TIMUR,-0.455537,117.150459,1,12
26532,SAMARINDA UTARA,SEMPAJA TIMUR,-0.42096639467889974,117.16817801573508,1,12
26533,SAMARINDA UTARA,SEMPAJA TIMUR,-0.436136,117.159886,0,10
26534,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4440361,117.16058,1,11
26535,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4469366,117.155991,0,10
26536,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4472424,117.1644907,1,11
26537,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4283212,117.1637628,0,9
26538,SAMARINDA UTARA,SEMPAJA TIMUR,-0.425457,117.166857,0,10
26539,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4443376,117.1930162,0,8
26540,SAMARINDA UTARA,SEMPAJA TIMUR,-0.42965,117.161288,0,9
26541,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4264278,117.166242,0,10
26542,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4246713,117.1681859,0,7
26543,SAMARINDA UTARA,SEMPAJA TIMUR,-0.427698,117.167334,0,9
26544,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4228368,117.1615446,0,10
26545,SAMARINDA UTARA,SEMPAJA TIMUR,-0.444412,117.15601,0,8
26546,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4478485,117.1650318,0,5
26547,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4245316,117.1673846,0,10
26548,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4263534,117.1681804,1,11
26549,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4443354,117.193017,0,8
26550,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4485385,117.1650833,1,11
26551,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4192968,117.1677749,1,11
26552,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4349391,117.1574571,1,12
26553,SAMARINDA UTARA,SEMPAJA TIMUR,-0.441575,117.15529,1,12
26554,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4491741,117.1554244,1,13
26555,SAMARINDA UTARA,SEMPAJA TIMUR,-0.42337312327421284,117.1692232643694,0,8
26556,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4274568,117.1675765,0,10
26557,SAMARINDA UTARA,SEMPAJA TIMUR,-0.42205197646365145,117.169363583853,0,10
26558,SAMARINDA UTARA,SEMPAJA TIMUR,-0.42626868947487195,117.169497761794,1,12
26559,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4467511,117.1556234,1,14
26560,SAMARINDA UTARA,SEMPAJA TIMUR,-0.448933,117.165603,1,13
26561,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4299518,117.1661966,0,9
26562,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4266845,117.1655487,0,8
26563,SAMARINDA UTARA,SEMPAJA TIMUR,-0.421246,117.167642,0,10
26564,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4203083,117.1687409,1,12
26565,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4469457,117.1587317,0,7
26566,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4228078,117.1620507,1,11
26567,SAMARINDA UTARA,SEMPAJA TIMUR,-0.428493,117.168637,1,13
26568,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4280522,117.1614789,1,11
26569,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4430446,117.1575907,1,11
26570,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4486408,117.1545021,1,12
26571,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4258828,117.1663951,0,10
26572,SAMARINDA UTARA,SEMPAJA TIMUR,-0.448174,117.15454,1,12
26573,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4439271918968775,117.15787816818109,1,12
26574,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4469926,117.1562407,0,10
26575,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4207759,117.1684272,1,13
26576,SAMARINDA UTARA,SEMPAJA TIMUR,-0.423435,117.1605138,1,12
26577,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4482771,117.1649948,0,6
26578,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4317157,117.1584737,0,8
26579,SAMARINDA UTARA,SEMPAJA TIMUR,-0.429714,117.161702,0,8
26580,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4288642,117.1636926,0,9
26581,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4437612,117.1578806,0,10
26582,SAMARINDA UTARA,SEMPAJA TIMUR,-0.428989,117.162165,1,11
26583,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4383185,117.1551155,1,12
26584,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4494569,117.1651636,0,8
26585,SAMARINDA UTARA,SEMPAJA TIMUR,-0.441858,117.162098,0,10
26586,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4283901,117.1634606,0,8
26587,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4466504,117.165229,1,12
26588,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4252218995309673,117.1687233435674,0,10
26589,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4292978,117.1576293,1,12
26590,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4246095754113715,117.16890870868352,1,13
26591,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4437797,117.1578367,1,11
26592,SAMARINDA UTARA,SEMPAJA TIMUR,-0.438233,117.1550569,1,13
26593,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4265217,117.1638628,0,8
26594,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4238687,117.1653871,0,9
26595,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4311739,117.1616671,0,9
26596,SAMARINDA UTARA,SEMPAJA TIMUR,-0.447475,117.155763,1,11
26597,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4477034,117.1552349,1,11
26598,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4440781,117.1584914,0,10
26599,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4260251,117.1624989,0,7
26600,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4437538,117.1578427,1,12
26601,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4494644,117.1651751,0,9
26602,SAMARINDA UTARA,SEMPAJA TIMUR,-0.441103,117.156501,1,13
26603,SAMARINDA UTARA,SEMPAJA TIMUR,-0.444112,117.157595,1,12
26604,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4277613,117.1590098,0,9
26605,SAMARINDA UTARA,SEMPAJA TIMUR,-0.421084,117.168617,1,12
26606,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4198002,117.1580987,0,10
26607,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4243492,117.1683068,0,9
26608,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4462327,117.1564235,1,11
26609,SAMARINDA UTARA,SEMPAJA TIMUR,-0.448284,117.155201,1,12
26610,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4251817,117.1693484,0,7
26611,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4476831,117.1552355,1,12
26612,SAMARINDA UTARA,SEMPAJA TIMUR,-0.421309,117.167613,1,11
26613,SAMARINDA UTARA,SEMPAJA TIMUR,-0.44313,117.157882,1,11
26614,SAMARINDA UTARA,SEMPAJA TIMUR,-0.443067,117.160833,1,11
26615,SAMARINDA UTARA,SEMPAJA TIMUR,-0.427255,117.167242,0,8
26616,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4231509,117.1615685,0,8
26617,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4495469,117.1655447,0,9
26618,SAMARINDA UTARA,SEMPAJA TIMUR,-0.429276,117.161872,1,11
26619,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4292224,117.1620554,0,7
26620,SAMARINDA UTARA,SEMPAJA TIMUR,-0.42656,117.169122,0,10
26621,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4469745,117.1561451,0,9
26622,SAMARINDA UTARA,SEMPAJA TIMUR,-0.430798,117.158765,0,8
26623,SAMARINDA UTARA,SEMPAJA TIMUR,-0.426144,117.171741,0,10
26624,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4313855,117.1584532,0,10
26625,SAMARINDA UTARA,SEMPAJA TIMUR,-0.449648,117.165503,1,11
26626,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4249047037509696,117.16886451067504,1,11
26627,SAMARINDA UTARA,SEMPAJA TIMUR,-0.42205197646365145,117.169363583853,1,12
26628,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4271062,117.168468,0,9
26629,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4351989,117.1561853,1,12
26630,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4425238,117.1578789,0,10
26631,SAMARINDA UTARA,SEMPAJA TIMUR,-0.44062190159677617,117.16055807544778,1,12
26632,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4376871,117.155098,1,13
26633,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4469187,117.1559445,0,10
26634,SAMARINDA UTARA,SEMPAJA TIMUR,-0.435124,117.1549676,1,12
26635,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4249589,117.1629531,0,7
26636,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4234379,117.1604968,1,14
26637,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4491307,117.165313,0,10
26638,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4407976,117.1566431,1,12
26639,SAMARINDA UTARA,SEMPAJA TIMUR,-0.44697,117.1560957,1,13
26640,SAMARINDA UTARA,SEMPAJA TIMUR,-0.447808,117.156688,1,11
26641,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4464385,117.1652823,1,13
26642,SAMARINDA UTARA,SEMPAJA TIMUR,-0.430772,117.161304,0,8
26643,SAMARINDA UTARA,SEMPAJA TIMUR,-0.42188,117.168382,0,8
26644,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4473475,117.1647469,0,7
26645,SAMARINDA UTARA,SEMPAJA TIMUR,-0.435096,117.161493,1,11
26646,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4302402,117.161119,0,9
26647,SAMARINDA UTARA,SEMPAJA TIMUR,-0.440707,117.1566684,0,9
26648,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4210263,117.1686019,1,12
26649,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4426783,117.1556635,1,12
26650,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4259682,117.1678668,0,8
26651,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4494314,117.1649741,1,11
26652,SAMARINDA UTARA,SEMPAJA TIMUR,-0.429104,117.163454,0,9
26653,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4297177,117.1561167,0,8
26654,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4499274,117.1655137,1,11
26655,SAMARINDA UTARA,SEMPAJA TIMUR,-0.430362,117.1609442,0,9
26656,SAMARINDA UTARA,SEMPAJA TIMUR,-0.426576,117.166144,0,8
26657,Samarinda Ulu,GUNUNG KELUA,-0.470865,117.14278,0,9
26658,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4485875,117.1544107,1,14
26659,SAMARINDA UTARA,SEMPAJA TIMUR,-0.437697,117.1551775,0,10
26660,SAMARINDA UTARA,SEMPAJA TIMUR,-0.425664,117.1640644,1,12
26661,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4491025,117.1554609,0,7
26662,SAMARINDA UTARA,SEMPAJA TIMUR,-0.448083,117.1553,0,10
26663,SAMARINDA UTARA,SEMPAJA TIMUR,-0.449665,117.154335,1,11
26664,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4307793,117.1612397,1,11
26665,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4239663,117.1622131,1,12
26666,SAMARINDA UTARA,SEMPAJA TIMUR,-0.443863,117.157883,1,12
26667,SAMARINDA UTARA,SEMPAJA TIMUR,-0.439484,117.156057,1,12
26668,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4446188,117.1559719,1,11
26669,SAMARINDA UTARA,SEMPAJA TIMUR,-0.428519,117.163755,0,9
26670,SAMARINDA UTARA,SEMPAJA TIMUR,-0.431595,117.1590721,1,11
26671,SAMARINDA UTARA,SEMPAJA TIMUR,-0.448152,117.165456,1,11
26672,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4296359601441478,117.16045194354363,0,7
26673,SAMARINDA UTARA,SEMPAJA TIMUR,-0.420613,117.168777,1,11
26674,SAMARINDA UTARA,SEMPAJA TIMUR,-0.44401,117.157789,1,11
26675,SAMARINDA UTARA,SEMPAJA TIMUR,-0.42636710752575624,117.16696012569398,0,9
26676,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4273835,117.1617102,0,8
26677,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4473008,117.165118,0,10
26678,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4494221,117.1649646,1,12
26679,SAMARINDA UTARA,SEMPAJA TIMUR,-0.447972,117.165029,0,9
26680,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4486385,117.1650612,0,6
26681,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4234609,117.1610439,0,10
26682,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4374897,117.1546331,1,12
26683,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4241521,117.1663978,1,11
26684,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4302302,117.1611679,0,8
26685,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4230476,117.16812,0,9
