,kecamatan,kelurahan,latitude,longitude,status,total
2727,SUNGAI KUNJANG,LOK BAHU,-0.492288,117.101153,1,12
2728,SAMARINDA ULU,JAWA,-0.4928749,117.1372345,1,11
2729,PALARAN,SIMPANG PASIR,-0.545938,117.147077,0,10
2730,SAMARINDA SEBERANG,MESJID,-0.5242997,117.1510108,0,8
2731,PALARAN,BUKUAN,-0.5843401,117.2285346,1,11
2732,LOA JANAN ILIR,TANI AMAN,-0.5811629,117.0962255,0,6
2733,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4655837,117.1681353,0,9
2734,SAMBUTAN,MAKROMAN,-0.5147756880855079,117.23004740619967,0,10
2735,SAMARINDA KOTA,SUNGAI PINANG LUAR,-0.490212,117.151738,1,13
2736,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4642939,117.1684057,0,10
2737,SAMARINDA ULU,SIDODADI,-0.4775668,117.1390847,1,12
2738,SUNGAI PINANG,MUGIREJO,-0.492379,117.181081,0,8
2739,SAMARINDA ULU,SIDODADI,-0.4776785,117.1390629,1,14
2740,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4806135,117.149095,1,12
2741,SAMARINDA ULU,SIDODADI,-0.486973,117.135345,0,10
2742,SUNGAI KUNJANG,LOA BAKUNG,-0.5201891,117.0936614,0,9
2743,SAMARINDA UTARA,LEMPAKE,-0.378782,117.209027,1,11
2744,PALARAN,RAWA MAKMUR,-0.5709295,117.1800764,0,8
2745,SAMARINDA SEBERANG,MESJID,-0.5223755,117.1502743,1,11
2746,SAMARINDA UTARA,LEMPAKE,-0.4496596,117.1955159,0,8
2747,SUNGAI KUNJANG,LOK BAHU,-0.5027296,117.1096386,1,12
2748,SAMARINDA ULU,BUKIT PINANG,-0.445925,117.100086,0,10
2749,LOA JANAN ILIR,RAPAK DALAM,-0.521242,117.141326,0,10
2750,SUNGAI KUNJANG,LOK BAHU,-0.4957651,117.10498,0,4
2751,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4797121,117.160868,0,8
2752,LOA JANAN ILIR,RAPAK DALAM,-0.5210987,117.1410289,1,11
2753,SUNGAI PINANG,MUGIREJO,-0.489099,117.178837,0,10
2754,SUNGAI PINANG,BANDARA,-0.482387,117.151123,1,12
2755,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4664021,117.1696499,1,12
2756,SUNGAI KUNJANG,LOA BAKUNG,-0.537023,117.0854485,1,13
2757,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4719806,117.1631091,1,13
2758,SUNGAI PINANG,MUGIREJO,-0.490228,117.179908,0,10
2759,SAMARINDA ULU,SIDODADI,-0.4800495,117.148944,0,10
2760,SAMARINDA ILIR,SELILI,-0.519527,117.1570963,1,12
2761,SUNGAI PINANG,MUGIREJO,-0.48707,117.177919,0,8
2762,SUNGAI PINANG,MUGIREJO,-0.480012,117.195265,0,10
2763,LOA JANAN ILIR,TANI AMAN,-0.5837718,117.1102363,0,5
2764,SAMBUTAN,MAKROMAN,-0.5210026,117.2307335,1,11
2765,SAMARINDA SEBERANG,MANGKUPALAS,-0.5233837,117.1487823,0,9
2766,PALARAN,SIMPANG PASIR,-0.55917,117.14765,1,12
2767,SUNGAI KUNJANG,LOA BAKUNG,-0.5250087,117.0946821,0,9
2768,SAMBUTAN,SAMBUTAN,-0.520308,117.16642,1,12
2769,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4552107,117.149489,0,10
2770,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4810906,117.1486478,0,10
2771,SAMARINDA ILIR,PELITA,-0.473165,117.136045,0,3
2772,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4428617,117.157972,1,11
2773,SAMARINDA ILIR,SELILI,-0.5178192,117.1577633,0,10
2774,SAMARINDA SEBERANG,SUNGAI KELEDANG,-0.510268,117.128194,1,11
2775,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4429068,117.1575348,1,11
2776,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4794503,117.1494893,1,11
2777,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.483066,117.170074,0,7
2778,SUNGAI KUNJANG,LOA BUAH,-0.5548092,117.076782,1,11
2779,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4632307,117.1797445,0,10
2780,LOA JANAN ILIR,RAPAK DALAM,-0.5215974,117.1412736,1,11
2781,SAMARINDA UTARA,LEMPAKE,-0.380401,117.197973,0,10
2782,SUNGAI KUNJANG,KARANG ASAM ULU,-0.527278,117.110238,1,11
2783,SAMARINDA UTARA,LEMPAKE,-0.4334468,117.1847267,1,12
2784,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4654967,117.1687019,1,12
2785,SAMARINDA UTARA,TANAH MERAH,-0.4423561,117.1981324,0,8
2786,SAMARINDA ULU,SIDODADI,-0.4837136,117.1397522,1,13
2787,SAMARINDA ULU,SIDODADI,-0.4783953,117.1480681,1,12
2788,SAMARINDA SEBERANG,MANGKUPALAS,-0.522888,117.148261,0,9
2789,Samarinda Ulu,JAWA,-0.4928771,117.1408969,1,11
2790,LOA JANAN ILIR,HARAPAN BARU,-0.540315,117.104717,1,13
2791,Sungai Pinang,MUGIREJO,-0.471675,117.1964706,1,11
2792,SUNGAI KUNJANG,KARANG ASAM ULU,-0.5265459,117.1096902,0,10
2793,SAMARINDA ULU,AIR PUTIH,-0.4875468,117.1251884,0,10
2794,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4793576,117.1636986,1,11
2795,SAMARINDA ILIR,SIDODAMAI,-0.5024895,117.1635938,1,12
2796,SAMARINDA SEBERANG,MESJID,-0.5151942,117.1495469,1,11
2797,SAMARINDA SEBERANG,MESJID,-0.5239574,117.1506761,1,11
2798,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4816129,117.159379,1,11
2799,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4832908,117.1752151,0,9
2800,SAMARINDA ILIR,SIDOMULYO,-0.4968672,117.163731,0,10
2801,SAMARINDA SEBERANG,MESJID,-0.5239974,117.1508394,1,11
2802,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4820624,117.1726222,0,9
2803,SAMARINDA ILIR,SIDOMULYO,-0.4950689,117.1615729,1,11
2804,PALARAN,RAWA MAKMUR,-0.560874,117.1710059,0,9
2805,LOA JANAN ILIR,RAPAK DALAM,-0.540303,117.1274922,0,6
2806,SAMARINDA UTARA,SEMPAJA UTARA,-0.437089,117.138904,0,10
2807,SAMARINDA ILIR,PELITA,-0.482232,117.155948,1,13
2808,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4793914,117.1625178,0,9
2809,PALARAN,SIMPANG PASIR,-0.547261,117.147064,0,10
2810,SAMARINDA ULU,BUKIT PINANG,-0.465123,117.124406,1,12
2811,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4787135,117.1587421,0,5
2812,SAMARINDA SEBERANG,MESJID,-0.5144808,117.1509119,1,11
2813,SAMARINDA SEBERANG,MESJID,-0.5174701,117.1536089,1,13
2814,SAMARINDA KOTA,SUNGAI PINANG LUAR,-0.4911116,117.1520267,0,9
2815,SAMARINDA ILIR,PELITA,-0.4906835,117.1560082,1,12
2816,SAMARINDA ULU,AIR PUTIH,-0.4876768,117.1242332,0,10
2817,PALARAN,SIMPANG PASIR,-0.5627408,117.1452354,1,12
2818,LOA JANAN ILIR,RAPAK DALAM,-0.530407,117.1438004,0,10
2819,PALARAN,RAWA MAKMUR,-0.5735784,117.175207,0,7
2820,SAMARINDA UTARA,SEMPAJA UTARA,-0.428704,117.133025,0,9
2821,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4265595,117.1635571,0,7
2822,SAMARINDA UTARA,SEMPAJA UTARA,-0.437244,117.140042,1,11
2823,SUNGAI KUNJANG,KARANG ASAM ILIR,-0.5098,117.1139093,1,12
2824,SUNGAI KUNJANG,LOK BAHU,-0.5044924,117.1090351,0,8
2825,SAMARINDA ILIR,SIDODAMAI,-0.5017851,117.1635823,0,10
2826,LOA JANAN ILIR,TANI AMAN,-0.5847118,117.1066708,1,11
2827,SUNGAI PINANG,MUGIREJO,-0.46405,117.1901,1,12
2828,SAMARINDA ULU,JAWA,-0.4939219,117.1387938,0,10
2829,SAMARINDA UTARA,SEMPAJA UTARA,-0.325676,117.188829,0,9
2830,LOA JANAN ILIR,TANI AMAN,-0.582481,117.109256,1,11
2831,LOA JANAN ILIR,RAPAK DALAM,-0.5395044,117.1271758,0,8
2832,SAMARINDA ILIR,PELITA,-0.4875248,117.16195,0,8
2833,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4696466,117.1647637,1,11
2834,SAMARINDA ILIR,SELILI,-0.5153097,117.1579991,0,7
2835,SAMARINDA SEBERANG,MANGKUPALAS,-0.536151,117.148959,0,9
2836,SUNGAI PINANG,TEMINDUNG PERMAI,-0.467948,117.1681241,0,9
2837,SAMARINDA SEBERANG,MESJID,-0.5200922,117.150404,0,9
2838,SAMARINDA SEBERANG,BAQA,-0.5144001,117.1385026,1,13
2839,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4248454,117.1626345,0,10
2840,SAMARINDA ILIR,SELILI,-0.5138492,117.1633026,1,13
2841,SAMARINDA ULU,GUNUNG KELUA,-0.4715742,117.1426218,0,10
2842,SUNGAI PINANG,GUNUNG LINGAI,-0.4615748561251798,117.18550943185063,0,10
2843,SAMARINDA ULU,AIR PUTIH,-0.4850929,117.1240381,1,11
2844,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4446565,117.1573731,0,10
2845,SAMARINDA ULU,JAWA,-0.495321,117.135341,0,7
2846,SAMARINDA ILIR,SIDODAMAI,-0.499717,117.1599723,0,9
2847,SAMARINDA UTARA,SEMPAJA UTARA,-0.4382256,117.1489315,1,11
2848,SAMARINDA SEBERANG,MANGKUPALAS,-0.523176,117.148701,1,11
2849,PALARAN,HANDIL BAKTI,-0.5561332,117.1648125,0,10
2850,PALARAN,BUKUAN,-0.5821909,117.2111955,0,9
2851,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4655732,117.1681103,1,11
2852,SAMARINDA KOTA,SUNGAI PINANG LUAR,-0.4912202,117.1508078,0,9
2853,SAMBUTAN,MAKROMAN,-0.5134015110717932,117.22847381819597,0,10
2854,SAMARINDA UTARA,SEMPAJA UTARA,-0.437529,117.1389075,0,9
2855,SAMARINDA UTARA,LEMPAKE,-0.4056165,117.1837416,1,14
2856,SUNGAI PINANG,TEMINDUNG PERMAI,-0.479794,117.1491939,0,10
2857,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4700048,117.1631052,1,13
2858,LOA JANAN ILIR,RAPAK DALAM,-0.541271,117.126823,1,13
2859,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4416145,117.1551471,1,13
2860,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4822751,117.1758022,0,8
2861,SAMARINDA KOTA,KARANG MUMUS,-0.5010869,117.1571211,1,12
2862,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4682367,117.1666574,1,14
2863,SAMARINDA UTARA,SEMPAJA SELATAN,-0.454138,117.162694,0,9
2864,SUNGAI PINANG,MUGIREJO,-0.480965,117.209107,1,12
2865,SAMARINDA ULU,BUKIT PINANG,-0.446591,117.098793,0,9
2866,PALARAN,RAWA MAKMUR,-0.5763795,117.1722333,0,9
2867,SAMARINDA ULU,AIR PUTIH,-0.4872488,117.1271436,0,8
2868,SAMARINDA ILIR,SELILI,-0.5251863,117.1580217,1,11
2869,PALARAN,RAWA MAKMUR,-0.5738623,117.1771176,0,8
2870,SUNGAI PINANG,GUNUNG LINGAI,-0.4617432,117.174204,1,12
2871,SUNGAI PINANG,BANDARA,-0.483887,117.15264,1,11
2872,SAMARINDA ULU,DADI MULYA,-0.486852,117.146177,0,9
2873,SUNGAI PINANG,MUGIREJO,-0.471168,117.195563,0,8
2874,SAMARINDA ULU,GUNUNG KELUA,-0.4740004,117.150311,0,10
2875,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.514307,117.1464081,1,11
2876,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4794893,117.1508582,0,6
2877,SAMARINDA UTARA,SEMPAJA UTARA,-0.438151,117.143822,0,9
2878,SAMARINDA ULU,JAWA,-0.4997843,117.1378201,0,10
2879,SAMARINDA UTARA,LEMPAKE,-0.404229,117.18424,1,13
2880,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.479754,117.1595264,1,11
2881,SUNGAI KUNJANG,LOK BAHU,-0.50476,117.0656666,1,12
2882,SUNGAI PINANG,MUGIREJO,-0.493145,117.18385,0,8
2883,PALARAN,RAWA MAKMUR,-0.556999,117.166455,1,15
2884,SUNGAI PINANG,GUNUNG LINGAI,-0.4478033,117.1790884,0,9
2885,SAMARINDA ULU,SIDODADI,-0.48932,117.138762,0,8
2886,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4686946,117.1709267,0,8
2887,SAMARINDA SEBERANG,MESJID,-0.5201662,117.1494785,0,10
2888,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4797635,117.1618888,0,7
2889,PALARAN,RAWA MAKMUR,-0.5578699,117.1650082,1,12
2890,Sungai Pinang,GUNUNG LINGAI,-0.4479053,117.1776024,0,6
2891,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4682619,117.1678855,0,10
2892,SAMARINDA UTARA,LEMPAKE,-0.383465,117.197836,1,11
2893,PALARAN,SIMPANG PASIR,-0.546044,117.149879,0,7
2894,SAMBUTAN,SUNGAI KAPIH,-0.5309322243331843,117.16841263640976,0,9
2895,SAMARINDA ULU,BUKIT PINANG,-0.438943,117.099249,1,12
2896,SUNGAI KUNJANG,KARANG ASAM ILIR,-0.5104079,117.1136703,0,9
2897,SUNGAI KUNJANG,LOA BUAH,-0.564716,117.0796341,1,14
2898,SAMARINDA UTARA,TANAH MERAH,-0.43203296139876546,117.23229110251854,0,8
2899,PALARAN,BUKUAN,-0.5852287,117.2356136,0,10
2900,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4799742,117.1493976,0,9
2901,SAMARINDA SEBERANG,BAQA,-0.513939,117.1379589,0,9
2902,SUNGAI PINANG,TEMINDUNG PERMAI,-0.480568,117.1494978,0,10
2903,PALARAN,RAWA MAKMUR,-0.5570494,117.1668356,1,12
2904,SAMARINDA UTARA,SEMPAJA UTARA,-0.3513675,117.1762839,0,8
2905,SUNGAI PINANG,GUNUNG LINGAI,-0.45913013342716796,117.17421060524876,0,10
2906,SUNGAI PINANG,MUGIREJO,-0.472487,117.187308,1,12
2907,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4736778,117.1774441,0,10
2908,SAMARINDA UTARA,SEMPAJA UTARA,-0.326886,117.200669,1,11
2909,SUNGAI KUNJANG,LOK BAHU,-0.4959556,117.0970316,0,10
2910,Sungai Kunjang,TELUK LERONG ULU,-0.4965986,117.1301261,1,11
2911,SUNGAI KUNJANG,TELUK LERONG ULU,-0.5001368044923546,117.1228673460456,0,10
2912,PALARAN,RAWA MAKMUR,-0.5658936,117.1819263,0,6
2913,SAMARINDA ULU,BUKIT PINANG,-0.465818,117.123938,1,11
2914,SAMARINDA SEBERANG,MESJID,-0.5153433333333334,117.14941166666668,1,11
2915,SUNGAI PINANG,MUGIREJO,-0.467304,117.195571,1,12
2916,SUNGAI PINANG,GUNUNG LINGAI,-0.458326,117.175804,1,12
2917,SAMARINDA SEBERANG,MANGKUPALAS,-0.523199,117.148623,0,10
2918,SAMARINDA UTARA,SEMPAJA UTARA,-0.437237,117.1392851,0,9
2919,SUNGAI PINANG,TEMINDUNG PERMAI,-0.466103,117.1701526,0,10
2920,SAMARINDA ULU,BUKIT PINANG,-0.446681,117.099444,0,9
2921,SAMARINDA UTARA,SEMPAJA SELATAN,-0.45481,117.1633426,0,9
2922,Samarinda Utara,LEMPAKE,-0.427436,117.181765,0,8
2923,SAMBUTAN,MAKROMAN,-0.5292253,117.2321024,0,10
2924,SUNGAI PINANG,MUGIREJO,-0.490789,117.179509,0,10
2925,LOA JANAN ILIR,RAPAK DALAM,-0.5391037,117.1289328,1,11
2926,Sungai Kunjang,LOK BAHU,-0.496384,117.07676,1,12
2927,SAMARINDA UTARA,SEMPAJA SELATAN,-0.45234309364372227,117.1746292352663,1,14
2928,SAMARINDA SEBERANG,BAQA,-0.5142721,117.1390626,0,9
2929,SAMARINDA UTARA,SUNGAI SIRING,-0.3713857,117.2651751,0,7
2930,SAMARINDA SEBERANG,SUNGAI KELEDANG,-0.521851,117.128102,0,9
2931,SUNGAI PINANG,MUGIREJO,-0.475348,117.182922,1,12
2932,PALARAN,RAWA MAKMUR,-0.5579292,117.1669007,1,11
2933,SUNGAI KUNJANG,KARANG ANYAR,-0.5067237,117.117413,1,14
2934,SAMARINDA UTARA,LEMPAKE,-0.4351318,117.1836813,1,14
2935,SUNGAI PINANG,MUGIREJO,-0.493245,117.18343,0,9
2936,SAMARINDA SEBERANG,MESJID,-0.524572,117.1507864,0,9
2937,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4822795,117.1752995,1,11
2938,PALARAN,SIMPANG PASIR,-0.548036,117.146761,1,12
2939,SAMARINDA ULU,DADI MULYA,-0.4845531,117.1505168,0,6
2940,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4669143,117.1687803,1,14
2941,SAMARINDA ILIR,PELITA,-0.485293,117.156923,0,8
2942,SAMARINDA UTARA,SEMPAJA UTARA,-0.4373411,117.1393363,0,9
2943,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4673417,117.1677896,1,13
2944,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4664131,117.1803103,0,10
2945,SAMARINDA UTARA,LEMPAKE,-0.440718,117.2049221,1,11
2946,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4757401,117.163045,0,9
2947,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4581376,117.1477044,0,9
2948,SAMARINDA ULU,TELUK LERONG ILIR,-0.4986344,117.1296777,1,11
2949,PALARAN,BUKUAN,-0.5801708,117.2093833,0,9
2950,SAMARINDA UTARA,LEMPAKE,-0.4190067,117.1818058,1,11
2951,SAMARINDA UTARA,SEMPAJA SELATAN,-0.454016,117.173148,1,14
2952,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4656712,117.1717143,1,11
2953,PALARAN,HANDIL BAKTI,-0.584443,117.152215,0,8
2954,SUNGAI KUNJANG,KARANG ANYAR,-0.502483,117.11601,0,10
2955,SUNGAI PINANG,BANDARA,-0.4864745,117.1517414,1,13
2956,SAMARINDA ULU,SIDODADI,-0.4768383,117.1394267,1,12
2957,LOA JANAN ILIR,RAPAK DALAM,-0.5202004,117.1430349,1,12
2958,PALARAN,BUKUAN,-0.5836376,117.2096554,0,7
2959,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4784061,117.1504781,1,13
2960,PALARAN,HANDIL BAKTI,-0.556829,117.165634,0,9
2961,SAMARINDA UTARA,LEMPAKE,-0.3957473,117.1846242,1,12
2962,SUNGAI KUNJANG,LOA BAKUNG,-0.5269744,117.0926588,0,10
2963,SUNGAI KUNJANG,LOK BAHU,-0.5079001,117.0853243,0,8
2964,SAMARINDA KOTA,BUGIS,-0.494444,117.149467,0,9
2965,SAMARINDA ILIR,SIDOMULYO,-0.498189,117.163618,1,12
2966,SAMARINDA SEBERANG,SUNGAI KELEDANG,-0.51525,117.1243505,1,12
2967,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4525368,117.1525273,0,6
2968,SAMBUTAN,MAKROMAN,-0.5191547,117.2321529,1,12
2969,SUNGAI PINANG,GUNUNG LINGAI,-0.4565929824066666,117.17399131514416,1,12
2970,SAMARINDA ULU,GUNUNG KELUA,-0.4733158,117.1488248,0,10
2971,SAMARINDA SEBERANG,MESJID,-0.5147706,117.1522517,1,11
2972,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4800584,117.1593144,0,8
2973,SAMARINDA ULU,JAWA,-0.4999851,117.1373282,1,11
2974,SAMARINDA UTARA,LEMPAKE,-0.4425869,117.19814,0,7
2975,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4793943,117.1593599,1,11
2976,SUNGAI PINANG,GUNUNG LINGAI,-0.4364566,117.1744953,1,14
2977,SAMARINDA ULU,AIR PUTIH,-0.489394,117.1258794,0,9
2978,PALARAN,BUKUAN,-0.57416,117.19888,0,10
2979,SAMARINDA ULU,JAWA,-0.4979247,117.1391465,0,10
2980,SAMARINDA SEBERANG,MANGKUPALAS,-0.536332,117.148444,1,11
2981,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4708703,117.1596244,0,7
2982,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4685971,117.1678374,1,11
2983,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4643494,117.1786297,0,6
2984,SAMARINDA UTARA,LEMPAKE,-0.4171091,117.1836901,1,13
2985,SAMARINDA ULU,AIR PUTIH,-0.4822233,117.1270791,0,10
2986,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4850189,117.1618763,1,11
2987,SUNGAI KUNJANG,LOK BAHU,-0.4994499,117.1074117,1,11
2988,SAMARINDA ULU,SIDODADI,-0.4797028,117.1461359,1,11
2989,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4655876,117.1680881,1,12
2990,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4864046,117.163514,1,11
2991,SUNGAI KUNJANG,KARANG ASAM ILIR,-0.514878,117.1162387,0,10
2992,SUNGAI PINANG,GUNUNG LINGAI,-0.450411,117.175302,0,10
2993,SAMARINDA SEBERANG,MANGKUPALAS,-0.5236028,117.1477242,1,11
2994,SAMARINDA SEBERANG,SUNGAI KELEDANG,-0.518353,117.124404,0,10
2995,PALARAN,RAWA MAKMUR,-0.582507,117.180154,0,6
2996,SAMARINDA SEBERANG,MANGKUPALAS,-0.527083,117.148618,1,11
2997,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4664253,117.169579,1,12
2998,SAMARINDA ILIR,SUNGAI DAMA,-0.5031019,117.1602932,1,11
2999,PALARAN,BUKUAN,-0.5806114,117.2100353,0,9
3000,SAMARINDA ILIR,PELITA,-0.491425,117.155109,1,12
3001,SUNGAI PINANG,MUGIREJO,-0.471049,117.196274,0,9
3002,PALARAN,BUKUAN,-0.5740746,117.1986422,1,11
3003,SUNGAI PINANG,MUGIREJO,-0.471034,117.19546,0,9
3004,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.512595,117.1486282,1,13
3005,SUNGAI PINANG,MUGIREJO,-0.468849,117.182651,0,10
3006,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4526104,117.1523784,0,7
3007,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.517033,117.145279,1,11
3008,SAMARINDA ILIR,SIDOMULYO,-0.4892352,117.1601142,1,12
3009,LOA JANAN ILIR,RAPAK DALAM,-0.5169955,117.1437626,0,10
3010,SUNGAI PINANG,MUGIREJO,-0.482887,117.205896,0,9
3011,SUNGAI PINANG,MUGIREJO,-0.480288,117.207627,0,9
3012,SAMARINDA UTARA,SEMPAJA UTARA,-0.430488,117.137021,0,7
3013,SAMARINDA UTARA,LEMPAKE,-0.409187,117.186003,0,8
3014,SUNGAI PINANG,MUGIREJO,-0.488707,117.178337,1,11
3015,SUNGAI KUNJANG,LOA BAKUNG,-0.5304143,117.0935829,1,13
3016,SAMARINDA UTARA,SEMPAJA UTARA,-0.325731,117.188781,1,12
3017,SAMARINDA ILIR,SIDOMULYO,-0.495443,117.1615069,0,7
3018,SAMARINDA SEBERANG,MESJID,-0.523902,117.151669,1,12
3019,SAMARINDA SEBERANG,MESJID,-0.5154642,117.1502923,0,10
3020,SAMARINDA UTARA,LEMPAKE,-0.4181733,117.181695,1,11
3021,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.5172769,117.1472279,1,11
3022,SAMARINDA KOTA,SUNGAI PINANG LUAR,-0.4939821,117.1537238,1,12
3023,Samarinda Utara,BUDAYA PAMPANG,-0.3886809,117.2292131,1,12
3024,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.481075,117.16899,1,13
3025,SAMARINDA ILIR,SIDOMULYO,-0.498134,117.162794,0,8
3026,SAMARINDA UTARA,LEMPAKE,-0.381761,117.203998,1,14
3027,SAMARINDA UTARA,LEMPAKE,-0.369637,117.196742,1,12
3028,SUNGAI KUNJANG,KARANG ASAM ILIR,-0.5149022,117.1156271,1,12
3029,PALARAN,RAWA MAKMUR,-0.5578729,117.1678279,1,11
3030,SAMARINDA ILIR,SUNGAI DAMA,-0.5076453,117.1601804,1,12
3031,SAMARINDA ILIR,SELILI,-0.5160755,117.1579447,0,8
3032,SAMARINDA KOTA,KARANG MUMUS,-0.5050151,117.1569939,0,10
3033,SAMARINDA SEBERANG,BAQA,-0.5142151,117.1388794,1,12
3034,SAMARINDA ULU,SIDODADI,-0.490618,117.1386683,0,10
3035,SUNGAI PINANG,MUGIREJO,-0.467802,117.196388,1,11
3036,SAMARINDA UTARA,SEMPAJA UTARA,-0.3911588,117.1686359,0,10
3037,PALARAN,SIMPANG PASIR,-0.5476404,117.1468351,0,9
3038,SAMARINDA ULU,SIDODADI,-0.4771256,117.138572,0,10
3039,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.483991,117.1687615,1,12
3040,SAMARINDA KOTA,PASAR PAGI,-0.4976895,117.1490129,0,7
3041,SAMARINDA ILIR,SIDODAMAI,-0.502452,117.162352,1,11
3042,SAMARINDA UTARA,LEMPAKE,-0.435604,117.184161,1,12
3043,SUNGAI PINANG,MUGIREJO,-0.491254,117.179807,1,11
3044,Sungai Pinang,MUGIREJO,-0.4858844,117.1769318,1,11
3045,PALARAN,BUKUAN,-0.577202,117.2027197,0,9
3046,SAMARINDA ILIR,PELITA,-0.478174,117.148848,1,13
3047,SAMARINDA ULU,JAWA,-0.4997137,117.1362766,0,6
3048,SAMARINDA ILIR,SUNGAI DAMA,-0.5077137,117.1602183,1,12
3049,SAMARINDA ILIR,SIDOMULYO,-0.498128,117.164712,1,13
3050,SAMBUTAN,MAKROMAN,-0.5144249530351476,117.22860138489916,0,9
3051,SAMARINDA UTARA,SEMPAJA UTARA,-0.433139,117.139797,0,10
3052,SAMARINDA KOTA,BUGIS,-0.4972657,117.145629,0,10
3053,PALARAN,SIMPANG PASIR,-0.571435,117.149205,1,11
3054,SAMARINDA ILIR,SIDOMULYO,-0.4921404,117.1724158,0,6
3055,Palaran,SIMPANG PASIR,-0.517818,117.12431,1,11
3056,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4823911,117.1756467,1,12
3057,PALARAN,BUKUAN,-0.5855729,117.2123686,1,12
3058,SAMARINDA ULU,SIDODADI,-0.4767997,117.1387088,1,13
3059,SUNGAI PINANG,BANDARA,-0.4841715,117.1566539,1,12
3060,SAMARINDA ULU,AIR PUTIH,-0.4827544,117.1271169,0,10
3061,SAMARINDA ULU,AIR PUTIH,-0.483031,117.127089,0,7
3062,SAMARINDA UTARA,SEMPAJA UTARA,-0.3967563,117.1715483,0,9
3063,SAMARINDA UTARA,BUDAYA PAMPANG,-0.3893711,117.2268909,0,10
3064,SUNGAI PINANG,MUGIREJO,-0.483412,117.193013,0,10
3065,SUNGAI KUNJANG,LOK BAHU,-0.493951,117.1122163,1,13
3066,SAMARINDA UTARA,SEMPAJA UTARA,-0.433629,117.139734,0,9
3067,SAMARINDA ULU,GUNUNG KELUA,-0.4651203,117.1476491,0,9
3068,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4857,117.1629763,0,10
3069,SAMARINDA UTARA,SUNGAI SIRING,-0.3965343,117.2453876,0,10
3070,SUNGAI KUNJANG,LOK BAHU,-0.4959586,117.0987038,0,9
